23.1	26.8	26.6	28.1	30.1	30.1	29.6	26.2
24.5	26.9	26.8	27.8	30.9	30.8	30.9	26
23.7	25.3	27.2	26.8	30.9	31	30.5	26.4
24.3	26.7	27.2	30.1	30.9	31.7	32.2	30.2
25.7	26.4	27.1	30.4	32.8	32.4	31.8	29.1
24.8	25.4	27.7	29.8	33.2	32.8	31.8	32.3
25.5	26.4	26.4	30.4	32.5	34.2	32.3	27.9
25.5	26.1	27.6	31	34.7	33.8	33.1	29.5
22.6	25.8	28.1	31.1	34.1	34.6	33.5	32
24.7	26.7	27.1	30.8	35.7	33.7	33.6	32.6
24.9	26	28.8	30.1	34.9	34.9	33.3	30.3
24.5	26.5	28.8	31.8	35.7	34.7	32.7	30.5
23.9	26	27.9	30.9	33.9	34.9	34.2	31.3
27.8	26.2	27.6	32.3	33.8	35.5	33.9	32.9
24.9	26.3	27.2	31.3	36	35.5	34.4	30.6
25.4	25.9	28	31.1	35.6	36	34.4	31.4
24.7	27.1	27.8	30.9	35.6	36	34.4	28.4
25.8	26.4	28.7	30.8	35	35.8	35.5	29.9
23.4	26	27.2	32.4	34.7	35.4	35.6	33.1
26.8	26	28	32.4	35.2	36.6	33.7	33
25.2	26.5	28.1	31.4	35.9	36.9	33.8	34.1
26	27.7	26.7	32.4	34.9	37.1	34.7	31.9
27.3	25.4	28.9	32.2	34.8	36.3	35.5	32.2
24.7	26.1	28.5	32.5	36	36.6	35.5	31
26.1	24.9	28.8	31.8	35.7	37.5	35.2	31.8
24.4	26.4	29.8	32.6	36.1	37.3	35.4	32.2
25.1	26.2	28.7	32.7	36.4	38.3	36.7	28.9
26.2	26.6	29.2	32.8	35.7	36.1	36.5	32.6
25.1	26.9	29.6	32.2	35.7	37.9	35.5	33.7
25.8	26.5	28.9	31.7	37.3	36.7	35.8	29.5
28.7	26.7	29.2	31.9	37	36.6	36.1	30.5
28.8	26.7	29	31.8	36.6	36.8	35.5	34.7
28.5	26.7	28.5	31.2	34.8	35.9	34.3	33.9
28.3	26.7	28.3	30.8	33.9	35.3	33.7	32.8
28.1	26.6	27.9	29.9	32.3	34.7	33.1	32.3
27.8	26.6	27.7	29.5	31.6	33.6	32.1	31.5
27.7	26.5	27.4	29.1	31	33.1	31.6	31
27.6	26.5	27.3	28.4	30.2	32.2	30.9	30.4
27.3	26.4	27.1	28.1	29.8	31.8	30.6	30.1
27.3	26.4	26.9	27.7	29.2	31	30.1	29.6
27.2	26.4	26.8	27.3	28.7	30.4	29.8	29.5
27.1	26.4	26.7	27.1	28.5	30.2	29.4	29.1
27	26.4	26.6	26.9	28.2	29.9	29.2	28.9
27	26.3	26.6	26.8	28.1	29.4	28.9	28.6
26.9	26.3	26.5	26.7	28	29.2	28.8	28.5
26.9	26.3	26.4	26.6	27.8	28.8	28.5	28.3
26.8	26.3	26.4	26.5	27.7	28.6	28.4	28.2
26.8	26.2	26.4	26.4	27.6	28.3	28.2	28
26.8	26.2	26.3	26.4	27.5	28.2	28.1	27.9
26.7	26.2	26.3	26.3	27.4	28	27.9	27.8
26.8	26.3	26.3	26.3	27.4	27.9	27.9	27.8
26.7	26.3	26.3	26.3	27.3	27.8	27.8	27.7
26.7	26.2	26.2	26.3	27.3	27.7	27.8	27.6
26.7	26.2	26.2	26.2	27.2	27.5	27.7	27.5
26.7	26.2	26.2	26.2	27.2	27.5	27.6	27.4
26.7	26.2	26.2	26.2	27.2	27.3	27.5	27.4
26.7	26.2	26.2	26.2	27.1	27.3	27.4	27.3
26.7	26.2	26.2	26.2	27.1	27.2	27.3	27.3
26.6	26.2	26.1	26.2	27.1	27.2	27.3	27.2
26.6	26.2	26.1	26.2	27.1	27.1	27.2	27.2
26.6	26.2	26.1	26.2	27.1	27.1	27.2	27.1
26.6	26.2	26.1	26.1	27.1	27	27.2	27.1
26.6	26.2	26.1	26.1	27	27	27.2	27.1
26.6	26.2	26.1	26.1	27	26.9	27.1	27
26.5	26.2	26.1	26.1	27	26.9	27.1	27
26.5	26.2	26.1	26.1	27	26.9	27.1	27
26.5	26.2	26.1	26.1	27	26.9	27	26.9
26.5	26.2	26.1	26.1	26.9	26.9	27	26.9
26.5	26.2	26.1	26.1	26.9	26.9	27	26.9
26.5	26.2	26.1	26.1	26.9	26.8	26.9	26.9
26.5	26.2	26.1	26.1	26.9	26.8	26.9	26.9
26.5	26.2	26.1	26.1	26.9	26.8	26.9	26.9
26.5	26.2	26.1	26.1	26.9	26.8	26.9	26.9
26.5	26.2	26.1	26.1	26.9	26.8	26.9	26.9
26.5	26.2	26.1	26.1	26.9	26.8	26.9	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.9	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.9	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.9	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26.1	26.1	26.9	26.8	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.7	26.8
26.5	26.2	26	26.1	26.9	26.7	26.7	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.7	26.8
26.5	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.5	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.4	26.2	26	26.1	26.9	26.7	26.8	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.5	26.2	26	26.1	26.9	26.7	26.7	26.8
26.5	26.2	26	26.1	26.9	26.7	26.7	26.8
26.5	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.5	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.7
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.7
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.7
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26.1	26.9	26.7	26.7	26.8
26.4	26.1	25.9	26	26.8	26.7	26.7	26.7
26.4	26.1	25.9	26	26.8	26.7	26.7	26.7
26.4	26.1	25.9	26	26.8	26.7	26.7	26.7
26.4	26.1	25.9	26	26.8	26.7	26.7	26.7
26.4	26.1	25.9	26	26.8	26.7	26.7	26.7
26.4	26.2	26	26.1	26.8	26.7	26.7	26.7
26.4	26.2	26	26.1	26.9	26.7	26.7	26.7
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.7
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26	26.9	26.7	26.7	26.8
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.7
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.2	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26.1	26.9	26.7	26.7	26.7
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26.1	26.9	26.7	26.7	26.7
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26	26.9	26.7	26.7	26.7
26.4	26.1	26	26.1	26.9	26.7	26.7	26.7
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26	26.9	26.7	26.7	26.8
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26	26.9	26.7	26.7	26.8
26.4	26.1	26	26	26.9	26.7	26.7	26.8
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26	26.9	26.7	26.7	26.8
26.4	26.1	26	26.1	26.9	26.7	26.7	26.8
26.4	26.1	26	26	26.9	26.7	26.7	26.8
26.4	26.1	26	26	26.9	26.7	26.7	26.8
26.4	26.1	26	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	26	26	26.9	26.7	26.7	26.8
26.4	26.1	26	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	26	26	26.9	26.7	26.7	26.7
26.4	26.1	26	26	26.9	26.7	26.7	26.7
26.4	26.1	26	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	26	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	26	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	26.9	26.7	26.7	26.7
26.4	26.1	25.9	26	27	26.8	26.8	26.7
26.4	26.1	26	26.1	27.1	26.8	26.8	26.8
26.4	26.1	26	26.1	27.1	26.8	26.8	26.8
26.4	26.1	26	26.1	27.1	26.8	26.8	26.8
26.4	26.1	26	26.1	27.1	26.9	26.8	26.8
26.5	26.1	26.1	26.3	28.3	27.1	27.1	26.8
26.8	26.2	26.4	26.6	28.7	27.7	28	27.1
27.8	26.4	27	27.2	28.9	28	28.5	28
28.3	26.5	27.3	27.5	29.5	28.6	29	28.5
28.9	26.7	27.8	27.8	30	29	30	29.5
29.1	26.7	27.9	28.5	31.3	29.9	31	30.2
29.2	26.7	28	28.8	31.9	30.4	31.5	30.5
29.3	26.8	28.2	29.5	32.8	31.3	32.2	31
29.4	26.8	28.5	29.7	33.1	31.7	32.5	31.2
29.5	26.8	28.5	30.2	33.8	32.4	32.8	31.4
29.6	26.8	28.6	30.4	33.9	32.7	33.4	31.8
29.7	26.8	28.8	30.7	34.3	33	33.6	31.9
29.8	26.8	28.8	30.8	34.4	33.4	33.9	32.2
29.8	26.8	28.9	31	34.7	33.9	34.3	32.5
29.9	26.8	29	31.1	34.7	34	34.4	32.6
30.1	26.9	29.1	31.2	34.8	34.3	34.5	32.7
30.1	26.9	29.1	31.3	34.9	34.5	34.8	32.9
30.1	26.9	29.2	31.4	35.1	34.6	34.8	33
30.1	26.9	29.2	31.5	35.2	34.9	35.1	33.1
30.1	26.9	29.2	31.5	35.3	35.1	35.2	33.1
30.1	26.9	29.2	31.5	35.3	35.2	35.3	33.3
30.1	26.9	29.3	31.6	35.4	35.2	35.4	33.3
30.2	26.9	29.3	31.6	35.4	35.4	35.5	33.4
30.2	26.9	29.4	31.6	35.4	35.5	35.5	33.4
30.4	26.9	29.4	31.6	35.1	35.5	35.6	33.6
30.5	26.9	29.4	31.5	34.9	35.5	35.6	33.6
30.6	27	29.5	31.5	34.9	35.4	35.6	33.8
30.6	27	29.5	31.5	35	35.5	35.7	33.8
30.5	27	29.4	31.5	35.1	35.5	35.8	33.8
30.6	27	29.5	31.5	35	35.5	35.8	33.8
30.6	27	29.5	31.5	34.9	35.5	35.8	33.9
30.8	27.1	29.5	31.5	34.8	35.4	35.8	33.9
30.8	27.1	29.5	31.4	34.7	35.4	35.9	34.1
30.9	27.1	29.6	31.4	34.7	35.4	35.9	34.1
30.9	27.1	29.6	31.3	34.6	35.4	35.9	34.2
31	27.1	29.6	31.3	34.5	35.3	35.9	34.2
31.1	27.1	29.6	31.3	34.5	35.3	35.9	34.2
31.2	27.1	29.6	31.3	34.5	35.2	35.9	34.3
31.2	27.1	29.6	31.3	34.5	35.2	36	34.4
31.2	27.1	29.7	31.3	34.5	35.2	36	34.4
31.3	27.2	29.7	31.3	34.4	35.2	36	34.4
31.3	27.2	29.7	31.3	34.3	35.1	36	34.5
31.3	27.2	29.7	31.3	34.4	35.1	36	34.5
31.3	27.2	29.7	31.3	34.4	35.1	36	34.5
31.5	27.2	29.7	31.3	34.2	35.1	36	34.5
31.5	27.2	29.8	31.3	34.2	35	35.9	34.5
31.6	27.2	29.8	31.2	33.9	34.9	35.9	34.5
31.6	27.3	29.8	31.2	33.9	34.8	35.9	34.6
31.6	27.3	29.8	31.2	33.9	34.7	35.9	34.6
31.6	27.3	29.8	31.1	33.9	34.7	35.8	34.7
31.6	27.3	29.8	31.1	33.9	34.7	35.8	34.6
31.5	27.3	29.7	31.2	34.1	34.7	35.8	34.6
31.5	27.3	29.7	31.2	34.2	34.8	35.9	34.5
31.5	27.2	29.7	31.2	34.2	34.8	35.9	34.5
31.5	27.2	29.7	31.2	34.1	34.8	35.8	34.5
31.5	27.2	29.7	31.1	33.8	34.7	35.8	34.5
31.6	27.3	29.7	31.1	33.7	34.5	35.7	34.5
31.7	27.3	29.8	31	33.6	34.5	35.6	34.5
31.7	27.3	29.8	31	33.6	34.4	35.6	34.6
31.8	27.3	29.8	31	33.6	34.4	35.6	34.6
31.7	27.3	29.7	31	33.7	34.4	35.7	34.6
31.8	27.3	29.7	31	33.7	34.4	35.6	34.6
31.8	27.3	29.8	31	33.5	34.3	35.6	34.6
31.9	27.3	29.8	30.9	33.4	34.2	35.6	34.6
31.9	27.3	29.8	30.9	33.4	34.2	35.6	34.7
31.9	27.3	29.8	30.9	33.4	34.2	35.6	34.7
31.9	27.3	29.8	30.9	33.4	34.2	35.6	34.7
32	27.4	29.8	30.9	33.4	34.2	35.6	34.7
32	27.4	29.8	30.9	33.3	34.1	35.6	34.8
32.1	27.4	29.8	30.9	33.3	34.1	35.6	34.8
32.2	27.4	29.8	30.9	33.4	34.1	35.7	34.8
32.2	27.4	29.9	30.9	33.4	34.1	35.7	34.8
32.2	27.5	29.9	30.9	33.3	34.1	35.7	34.9
32.2	27.5	29.9	30.9	33.3	34.1	35.7	34.9
32.2	27.5	29.9	30.9	33.4	34.1	35.7	34.9
32.1	27.4	29.8	31	33.6	34.1	35.7	34.9
32.1	27.4	29.8	31	33.6	34.2	35.7	34.9
32.1	27.4	29.8	31	33.5	34.2	35.7	34.9
32.2	27.4	29.8	31	33.4	34.2	35.7	34.9
32.2	27.5	29.9	31	33.3	34.1	35.7	34.9
32.3	27.5	29.9	30.9	33.3	34.1	35.6	34.9
32.3	27.5	29.9	30.9	33.2	34	35.6	34.9
32.3	27.5	29.9	30.9	33.3	34	35.7	34.9
32.2	27.5	29.8	30.9	33.4	34.1	35.7	34.9
32.2	27.5	29.8	30.9	33.4	34.1	35.7	34.9
32.2	27.5	29.9	30.9	33.4	34.1	35.7	34.9
32.2	27.4	29.8	31	33.4	34.1	35.7	34.9
32.2	27.5	29.9	31	33.4	34.1	35.7	34.9
32.2	27.5	29.9	30.9	33.3	34.1	35.7	35
32.2	27.5	29.8	30.9	33.3	34.1	35.7	34.9
32.2	27.4	29.8	30.9	33.4	34.1	35.7	34.9
32.2	27.4	29.8	30.9	33.4	34.1	35.7	34.9
32.2	27.4	29.8	30.9	33.4	34.2	35.7	34.9
32.2	27.4	29.8	30.9	33.4	34.2	35.7	35
32.2	27.4	29.8	30.9	33.4	34.1	35.7	35
32.2	27.4	29.8	30.9	33.4	34.1	35.7	35
32.2	27.5	29.8	30.8	33.2	34.1	35.7	35
32.3	27.5	29.8	30.8	33.1	34	35.6	35
32.3	27.5	29.8	30.8	33.1	34	35.6	35
32.3	27.5	29.8	30.8	33.1	33.9	35.6	35
32.3	27.5	29.8	30.8	33.1	33.9	35.6	35
32.3	27.5	29.8	30.8	33.1	33.9	35.6	35
32.3	27.5	29.8	30.8	33.1	33.9	35.6	35
32.3	27.5	29.8	30.8	33.1	33.9	35.5	35
32.4	27.6	29.9	30.8	33	33.8	35.5	34.9
32.4	27.6	29.8	30.8	33	33.8	35.5	34.9
32.3	27.6	29.8	30.8	33.1	33.8	35.5	34.9
32.3	27.6	29.8	30.8	33.1	33.8	35.5	34.9
32.3	27.6	29.8	30.8	33	33.8	35.5	34.9
32.3	27.6	29.8	30.8	33	33.8	35.4	34.9
32.4	27.6	29.8	30.7	32.8	33.7	35.4	34.9
32.4	27.6	29.8	30.7	32.8	33.7	35.4	34.9
32.4	27.6	29.8	30.7	32.8	33.6	35.4	34.9
32.4	27.6	29.8	30.7	32.8	33.6	35.4	34.9
32.4	27.6	29.8	30.7	32.8	33.6	35.4	34.9
32.4	27.6	29.8	30.7	32.8	33.6	35.4	34.9
32.3	27.6	29.8	30.6	32.8	33.6	35.3	34.8
32.3	27.6	29.8	30.6	32.9	33.6	35.3	34.8
32.2	27.5	29.8	30.7	33	33.6	35.3	34.8
32.2	27.5	29.8	30.7	32.9	33.6	35.3	34.8
32.2	27.5	29.8	30.7	33	33.6	35.3	34.8
32.2	27.5	29.8	30.7	32.9	33.6	35.3	34.8
32.3	27.5	29.8	30.6	32.7	33.6	35.3	34.8
32.3	27.5	29.8	30.6	32.7	33.5	35.2	34.8
32.4	27.6	29.8	30.6	32.6	33.4	35.2	34.8
32.4	27.6	29.8	30.6	32.7	33.5	35.3	34.9
32.5	27.6	29.9	30.6	32.7	33.5	35.3	34.9
32.5	27.6	29.9	30.6	32.7	33.5	35.4	34.9
32.5	27.6	29.9	30.7	32.8	33.5	35.4	34.9
32.5	27.6	29.9	30.7	32.8	33.6	35.4	34.9
32.5	27.6	29.9	30.7	32.8	33.5	35.4	35
32.5	27.7	29.9	30.7	32.7	33.5	35.4	35
32.6	27.7	29.9	30.7	32.7	33.5	35.4	35
32.5	27.7	29.9	30.8	32.7	33.5	35.4	35
32.6	27.7	29.9	30.8	32.7	33.5	35.4	35
32.6	27.7	29.9	30.8	32.7	33.5	35.4	35
32.6	27.7	29.9	30.8	32.7	33.5	35.4	35
32.5	27.7	29.9	30.8	32.8	33.5	35.4	35.1
32.5	27.6	29.9	30.8	32.8	33.6	35.4	35
32.5	27.6	29.9	30.8	32.9	33.6	35.4	35
32.5	27.6	29.9	30.8	32.8	33.6	35.4	35
32.5	27.6	29.9	30.8	32.8	33.6	35.4	35
32.4	27.6	29.9	30.7	32.8	33.6	35.4	35
32.4	27.6	29.8	30.8	33	33.6	35.4	34.9
32.4	27.6	29.8	30.8	33	33.6	35.4	34.9
32.4	27.6	29.8	30.8	33	33.7	35.4	34.9
32.4	27.5	29.8	30.8	33	33.7	35.4	34.9
32.4	27.5	29.8	30.8	33	33.7	35.4	34.9
32.4	27.5	29.8	30.8	32.8	33.6	35.4	34.9
32.5	27.6	29.8	30.7	32.7	33.5	35.3	34.9
32.5	27.6	29.8	30.6	32.6	33.5	35.3	34.9
32.5	27.7	29.9	30.6	32.5	33.4	35.2	34.9
32.6	27.7	29.9	30.6	32.4	33.3	35.2	34.9
